id;municipio;zona;inep;unidade;logradouro;numero;complemento;bairro;cep;estado_id;municipio_id
260;Oiapoque;Rural;16000293;ESC INDIGENA EST JOAO BATISTA MACIAL;ALDEIA TUKAY -BR 156;S/N;;CENTRO;68980000;4;209
261;Oiapoque;Rural;16000269;ESC INDIGENA EST JOAO TEODORO FORTE;ALDEIA ESPIRITO SANTO;;TERRA INDIGENA UACA;RIO CURIPI;68980000;4;209
262;Oiapoque;Rural;16000323;ESC INDIGENA EST JORGE IAPARRA;ALDEIA MANGA;S/º;;CENTRO;68980000;4;209
263;Oiapoque;Rural;16006534;ESC INDIGENA EST JOSE FELIPE;ALDEIA PAXIUBAL;S/N;;CENTRO;68980000;4;209
264;Oiapoque;Rural;16000188;ESC INDIGENA EST JOSE NARCISO;ALDEIA FLEXA;S/N;;;68980000;4;209
265;Oiapoque;Rural;16006500;ESC INDIGENA EST KAMUYWA;ALDEIA KAMUYWA;;RIO URUKAWA;KAMUYWA;68980000;4;209
266;Oiapoque;Rural;16009711;ESC INDIGENA EST KWYKWYT;ALDEIA KWYKWYT;;RIO URUCAWA;;68980000;4;209
267;Oiapoque;Rural;16000340;ESC INDIGENA EST LEIDE DOS SANTOS;ALDEIA ESTRELA;S/N;;CENTRO;68980000;4;209
268;Oiapoque;Rural;16000625;ESC INDIGENA EST MANOEL PRIMO DOS SANTOS;ALDEIA SANTA IZABEL;S/N;ALDEIA;TERRA INDIGENA UACA;68980000;4;209
269;Oiapoque;Rural;16000196;ESC INDIGENA EST MARIA CATARINA NUNES;ALDEIA ARIRAMBA;S/N;;CENTRO;68980000;4;209
270;Oiapoque;Rural;16000200;ESC INDIGENA EST MOISES IAPARRA;ALDEIA KUMENE;;RIO URUKAWA;;68980000;4;209
271;Oiapoque;Rural;16006518;ESC INDIGENA EST OLIVEIRA SANTOS;ALDEIA DO KM 50;S/N;;CENTRO;68980000;4;209
272;Oiapoque;Rural;16000285;ESC INDIGENA EST SAO JOSE;ALDEIA GABILI;S/N;;ALDEIA GABILI;68980000;4;209
273;Oiapoque;Rural;16000366;ESC INDIGENA EST SAO RAIMUNDO;ALDEIA PIQUIA TERRA INDIGENA UACA;S/N;;ALDEIA PIQUIA;68980000;4;209
274;Oiapoque;Rural;16000242;ESC INDIGENA EST SAO SEBASTIAO DO ACAIZAL;ALDEIA ACAIZAL;S/N;;;68980000;4;209
275;Oiapoque;Rural;16000382;ESC INDIGENA EST YANAWA;ALDEIA PUWAYTKET;;RIO URUKAWA;YANAWA;68980000;4;209
276;Oiapoque;Rural;16009665;ESC INDIGENA EST YWAWKA;ALDEIA YWAWKA;;;;68980000;4;209
277;Oiapoque;Rural;16000617;ESCOLA QUILOMBOLA ESTADUAL VILA VELHA;QUILOMBO DO VILA VELHA DO CASSIPORE;S/N;;VILA VELHA DO CASSIPORE;68980000;4;209
278;Oiapoque;Urbana;16000307;ESC EST JOAQUIM CAETANO DA SILVA;AVENIDA COARACY NUNES;40;;CENTRO;68980000;4;209
279;Oiapoque;Urbana;16000315;ESC EST JOAQUIM NABUCO;RUA DR. LELIO SILVA;719;PREDIO;CENTRO;68980000;4;209
280;Pedra Branca do Amapari;Rural;16001273;ESC EST JOSE FERNANDES DA SILVA;RODOVIA PERIMETRAL NORTE;1037;;AGUA FRIA;68945000;4;209
281;Pedra Branca do Amapari;Rural;16001265;ESC EST SETE ILHAS;RODOVIA PERIMETRAL NORTE;1032;ZONA RURAL;COMUNIDADE SETE ILHAS;68945000;4;209
282;Pedra Branca do Amapari;Rural;16001281;ESC INDIGENA EST ARAMIRA;TERRA INDIGENA WAJAPI;SN;RODOVIA PERIMENTRAL;ALDEIA ARAMIRA;68945000;4;209
283;Pedra Branca do Amapari;Rural;16010329;ESC INDIGENA EST CINCO MINUTOS;TERRA INDIGENA WAIAPI;;RODOVIA PERIMENTRAL;;68945000;4;209
284;Pedra Branca do Amapari;Rural;16010337;ESC INDIGENA EST CTA;TERRA INDIGENA WAIAPI;;RODOVIA PERIMENTRAL;ALDEIA CTA;68945000;4;209
285;Pedra Branca do Amapari;Rural;16008103;ESC INDIGENA EST MANILHA;TERRA INDIGENBA WAJAPI;SN;RODOVIA PERIMENTYRAL;ALDEIA MANILHA;68945000;4;209
286;Pedra Branca do Amapari;Rural;16001303;ESC INDIGENA EST MARYRY;TERRA INDIGENA WAJAPI;;RODOVIA PERIMENTRAL;MARIRY;68945000;4;209
287;Pedra Branca do Amapari;Rural;16009681;ESC INDIGENA EST OKORA YRY;TERRA INDIGENA WAJAPI;;RODOVIA PERIMENTRAL;OKORAYRY;68945000;4;209
288;Pedra Branca do Amapari;Rural;16001370;ESC INDIGENA EST YTUWASU;TERRA INDIGENA WAJAPI;SN;RODOVIA PERIMENTRAL;ALDEIA YTUWASU;68945000;4;209
289;Pedra Branca do Amapari;Rural;16001346;ESCOLA INDIGENA ESTADUAL TAITETUWA;PERIMENTRAL NORTE;;TERRA INDIGENA WAIAP;;68945000;4;209
290;Pedra Branca do Amapari;Urbana;16001320;ESC EST PROF MARIA HELENA CORDEIRO;RUA DA PAZ;527;;CENTRO;68945000;4;209
291;Porto Grande;Rural;16008154;ESC EST AYRTON SENNA DA SILVA;RAMAL DA REFORMA AGRARIA - PERIMETRAL NORTE- KM 162;12;ASSENTAMENTO;MUNGUBA;68997000;4;209
292;Porto Grande;Rural;16004132;ESC EST CAMPO VERDE;RODOVIA PERIMETRAL NORTE, KM 119 - ZONA RURAL;S/N;COMUN. CAMPO VERDE;ZONA RURAL;68997000;4;209
293;Porto Grande;Rural;16006747;ESC EST COLONIA AGRICOLA LINHA H DO MATAPI;COLONIA AGRICOLA DO MATAPI LINHA H;1056;LINHA H;RURAL;68997000;4;209
294;Porto Grande;Rural;16004140;ESC EST FLORENCA TORRES DE ARAUJO;RUA NOVO HORIZONTE;504;CUPIXI-DISTRITO;CUPIXI;68997000;4;209
295;Porto Grande;Rural;16004191;ESC EST FRANCISCO MANOEL DOS SANTOS;ESTRADA DE FERRO DO AMAPA KM 142;1049;KM 142;ZONA RURAL;68997000;4;209
296;Porto Grande;Rural;16004183;ESC EST KM 132;RODOV. PERIMETRAL NORTE;S/N;;ZONA RURAL;68997000;4;209
297;Porto Grande;Rural;16004213;ESC EST MATAPI I;COLONIA AGRICOLA DO MATAPI;533;LINHA A;ZONA RURAL;68997000;4;209
298;Porto Grande;Rural;16004221;ESC EST MATAPI II;COLONIA AGRICOLA DO MATAPI;1055;ZONA RURAL;LINHA A;68997000;4;209
299;Porto Grande;Rural;16007760;ESC EST SANTA MARIA;VILA NOVA;;;RURAL;68997000;4;209
300;Porto Grande;Rural;16004248;ESC EST SAO FRANCISCO DE ASSIS;COLONIA AGRICOLA DO MATAPI, LINHA C;1156;;;68997000;4;209
301;Porto Grande;Urbana;16010825;ESC EST ELIAS DE FREITAS TRAJANO DE SOUZA;RUA BELA VISTA;631;;AEROPORTO;68997000;4;209
302;Porto Grande;Urbana;16006933;ESC EST JOSE RIBAMAR TEIXEIRA;AVENIDA PEDRO TEIXEIRA;SN;;MALVINAS;68997000;4;209
303;Porto Grande;Urbana;16004230;ESC EST PROF Mª CRISTINA B RODRIGUES;AVENIDA 08 DE AGOSTO;647;PREDIO PROPRIO;CENTRAL;68997000;4;209
304;Pracuúba;Rural;16000846;ESC EST JOAO EVANGELISTA LOPES;RAMAL DO PERNAMBUCO;S/N;;PRACUUBA;68918000;4;209
305;Pracuúba;Rural;16000889;ESC EST JOSE PLACIDO DE CASTRO;BR-156-COMUNIDADE DO BREU;;;COMUNIDADE DO BREU;68918000;4;209
306;Pracuúba;Rural;16000854;ESC EST PEDRO MACIEL FILHO;BR 156 KM 250 COMUNIDADE DE CUJUBIM;0547;COMUNIDADE DE CUJUBI;CUJUBIM;68918000;4;209
307;Pracuúba;Rural;16000870;ESC EST PEDRO TEIXEIRA;VILA DO FLEXAL;0753;VILA DO FLEXAL;;68918000;4;209
308;Pracuúba;Rural;16000897;ESC EST SAO MIGUEL DO FLEXAL;DESTRITO DE SAO MIGUEL DO FLEXAL;S/N;;;68918000;4;209
309;Pracuúba;Urbana;16000862;ESC EST ERNESTO PEREIRA COLARES;AVENIDA SAO PEDRO;1158;CASA;CENTRO;68918000;4;209
310;Santana;Rural;16004388;ESC EST ALBERTO SANTOS DUMONT;RAMAL DA OLARIA;109;;ELESBAO;68925318;4;209
311;Santana;Rural;16007220;ESC EST ANA DIAS DA COSTA;RODOVIA COMANDANTE PEDRO SALVADOR DINIZ;1414;;FORTALEZA;68926300;4;209
312;Santana;Rural;16004426;ESC EST BELMIRO MACEDO MEDINA;AVENIDA SOUZA MAR;;;COMERCIAL;68925001;4;209
313;Santana;Rural;16004450;ESC EST FOZ DO RIO PIRATIVA;COMUNIDADE QUILOMBOLA SAO RAIMUNDO DO PIRATIVA;S/N;RIO MATAPI;COMUNIDADE SAO RAIMUNDO DO PIRATIVA;68925001;4;209
314;Santana;Rural;16004396;ESC EST FRANCISCO DE OLIVEIRA FILHO;RODOVIA AP O10- MACAPA-MAZAGAO;1214;ZONA RURAL;DISTRITO INDUSTRIAL- RURAL;68929508;4;209
315;Santana;Rural;16010493;ESC EST LEVINDO ALVES DOS SANTOS;FOZ DO RIO AMAZONAS;300;CACHOEIRINHA;ILHA DE SANTANA;68925970;4;209
316;Santana;Rural;16009789;ESC EST N S DE NAZARE;MARGEM DO RIO CACHOEIRINHA;260;;ILHA DE SANTANA;68937000;4;209
317;Santana;Rural;16004469;ESC EST OSVALDINA FERREIRA DA SILVA;AV. PETER VAN SCHUPEMBERG;90;PREDIO;ILHA DE SANTANA;68937000;4;209
318;Santana;Rural;16004540;ESC EST RAIMUNDA BARRETO;SAO SEBASTIAO DO IGARAPE DO LAGO;15;;;68935000;4;209
319;Santana;Rural;16006909;ESC EST SAO JOAO DO MATAPI;AVENIDA SOUZA MAR;;;COMERCIAL;68925001;4;209
320;Santana;Rural;16006577;ESC EST SAO SEBASTIAO DO LAGO PIRATIVA;COMUNIDADE SAO SEBASTIAO;227;;;68937000;4;209
321;Santana;Rural;16004787;ESC QUILOMBOLA EST CONCEICAO DO MARUANUM I;RODOVIA MACAPA/JARI SN, SANTANA - AP;S/N;;MARUANUM I;68935000;4;209
322;Santana;Rural;16004361;ESC QUILOMBOLA EST PROF DAVID MIRANDA DOS SANTOS;COMUNIDADE QUILOMBOLA SAO JOSE DO MATAPI;156;PORTO DO CEU;PORTO DO CEU;68925001;4;209
323;Santana;Urbana;16037006;CENTRO DE EDUC PROF DE SANTANA PROF MARIA SALOME GOMES SARES;RUA DEZ;S/N;;DISTRITO INDUSTRIAL;68929512;4;209
324;Santana;Urbana;16012631;CENTRO DE EDUC PROFISS EM ARTES E CULTURA BI TRINDADE;RUA ADALVARO ALVES CAVALCANTI;1773;ESCOLA;NOVA BRASILIA;68927290;4;209
325;Santana;Urbana;16012453;CENTRO DE REFERENCIA EM AUTISMO MUNDO AZUL;RUA PEDRO SALVADOR DINIZ;1878;;PROVEDOR 1;68925102;4;209
326;Santana;Urbana;16010965;CENTRO INTEG DE FORM PROFIS EM PESCA E AQUICULTURA DO AMAPA;RODOVIA AP 010;0667;;DISTRITO INDUSTRIAL;68929512;4;209
327;Santana;Urbana;16004400;ESC EST ALMIRANTE BARROSO;AVENIDA 7 DE SETEMBRO;533;;COMERCIAL;68925108;4;209
328;Santana;Urbana;16004744;ESC EST ANTONIO JANUARIO PEREIRA;AVENIDA DOM PEDRO I;4438;;FONTE NOVA;68928163;4;209
329;Santana;Urbana;16004418;ESC EST AUGUSTO ANTUNES;TRAVESSA PEDRO SALVADOR DINIZ;1631;;NOVA BRASILIA;68927230;4;209
330;Santana;Urbana;16004353;ESC EST EVERALDO DA S VASCONCELOS JR;RUA PRESIDENTE GENERAL EMILIO GARRASTAZU MEDICE;827;;PARAISO;68928042;4;209
331;Santana;Urbana;16007352;ESC EST FONTE NOVA;AVENIDA DOM PEDRO I;4286;;FONTE NOVA;68928163;4;209
332;Santana;Urbana;16009290;ESC EST IGARAPE DA FORTALEZA;TRAVESSA RIO MATAPI;S/N;;FORTALEZA;68926370;4;209
333;Santana;Urbana;16004752;ESC EST MARIA CATARINA DANTAS TIBURCIO;TRAVESSA MARIA IZABEL PEREIRA DA SILVA;110;;NOVO HORIZONTE;68926040;4;209
334;Santana;Urbana;16004485;ESC EST PE SIMAO CORRIDORI;RUA CLAUDIO LUCIO MONTEIRO;1737;;REMEDIOS;68927003;4;209
335;Santana;Urbana;16004493;ESC EST PROF AFONSO ARINOS DE MELO FRANCO;AVENIDA AMAPA;825;;COMERCIAL;68925055;4;209
336;Santana;Urbana;16006917;ESC EST PROF DENISE DE MELO VASCONCELOS;TRAVESSA 24;145;;PROVEDOR II;68927182;4;209
337;Santana;Urbana;16004507;ESC EST PROF ELIZABETH PICANCO ESTEVES;AVENIDA DAS NACOES;678;PREDIO PUBLICO;HOSPITALIDADE;68925144;4;209
338;Santana;Urbana;16004515;ESC EST PROF FRANCISCO W LOBATO LIMA;AVENIDA MARIA DE OLIVEIRA COLARES;1940;;NOVA BRASILIA;68927299;4;209
339;Santana;Urbana;16006291;ESC EST PROF IZANETE VICTOR DOS SANTOS;AVENIDA COELHO NETO;828;;PARAISO;68928021;4;209
340;Santana;Urbana;16004523;ESC EST PROF JOANIRA DEL CASTILLO;TRAVESSA PEDRO TEIXEIRA;194;;NOVA BRASILIA;68927251;4;209
341;Santana;Urbana;16004370;ESC EST PROF JOSE BARROSO TOSTES;AVENIDA 7 DE SETEMBRO;186;;CENTRAL;68925222;4;209
342;Santana;Urbana;16004531;ESC EST PROF JOSE RIBAMAR PESTANA;AV. PALMIRA MIRANDA DE ANDRADE;540;;NOVA BRASILIA;68927287;4;209
343;Santana;Urbana;16009940;ESC EST PROF RODOVAL BORGES SILVA;TRAVESSA L8 DA FONTE NOVA;5;;FONTE NOVA;68928220;4;209
344;Santana;Urbana;16006178;ESC EST PROF WALDECY CORREA FERREIRA;RUA ADALVARO ALVES CAVALCANTE;2010;PROXIMO AO CEMITERIO;PROVEDOR I;68927444;4;209
345;Santana;Urbana;16006372;ESC EST SAO BENTO;RUA PRESIDENTE GENERAL EMILIO GARRASTAZU MEDICE;844;;PARAISO;68928042;4;209
346;Santana;Urbana;16008790;ESC EST SAO JOAO;AVENIDA MARIA DE OLIVEIRA COLARES;1905;ESCOLA;NOVA BRASILIA;68927299;4;209
347;Santana;Urbana;16006860;ESCOLA ESTADUAL SAO PAULO;AVENIDA SAO PAULO APOSTOLO;2384;AO LADO DA IGREJA;PARAISO;68928063;4;209
348;Santana;Urbana;16004760;JD INF VITORIA REGIA;AVENIDA BRASILIA;1572;;NOVA BRASILIA;68928078;4;209
349;Serra do Navio;Rural;16001206;ESC EST COLONIA DE AGUA BRANCA;ROD. AYRTON SENNA DA SILVA;1021;CENTRO;AGUA BRANCA;68948000;4;209
350;Serra do Navio;Rural;16001222;ESC EST SETE DE SETEMBRO;VILA DO CACHACO;S/N;;DISTRITO DO CACHACO;68948000;4;209
351;Serra do Navio;Urbana;16001192;ESC EST DR HERMELINO HERBSTER GUSMAO;BC7;589;VILA;PRIMARIA;68948000;4;209
352;Tartarugalzinho;Rural;16000927;ESC EST BASILIO PEREIRA DE SOUZA FILHO;COMUNIDADE LIVRAMENTO DO APOREMA;250;;;68994000;4;209
353;Tartarugalzinho;Rural;16007140;ESC EST DARCY RIBEIRO;ASSENTAMENTO AGRICOLA DO CEDRO;;ESQUERDA BR-156;;68990000;4;209
354;Tartarugalzinho;Rural;16009703;ESC EST ENTRE RIOS;COMUNIDADE ENTRE RIOS;316;;ZONA RURAL;68990000;4;209
355;Tartarugalzinho;Rural;16000978;ESC EST GUANABARA DO ARAGUARI;COMUNIDADE GUANABARA DO ARAGUARI;;ESCOLA;TARTARUGALZINHO;68990000;4;209
356;Tartarugalzinho;Rural;16000960;ESC EST JOAO BRAZAO DA SILVA;FAZENDA MODELO DO APOREMA;S/N;;DISTRITO DO APOREMA;68990000;4;209
357;Tartarugalzinho;Rural;16001133;ESC EST JUVENAL FARIAS DA COSTA;ASSENTAMENTO BOM JESUS DOS FERNANDES;100;;ASSENTAMENTO BOM JESUS DOS FERNANDES;68990000;4;209
358;Tartarugalzinho;Rural;16001060;ESC EST LUCIANA RABELO LEITE;COMUNIDADE SANTA ROSA DO ARAGUARI;S/N;;;68990000;4;209
359;Tartarugalzinho;Rural;16000935;ESC EST MARIA DE NAZARE DE P LIMA;COMUNIDADE LAGO DUAS BOCAS;S/N;;;68990000;4;209
360;Tartarugalzinho;Rural;16000994;ESC EST MARIA LUCILA BRAZAO;COMUNIDADE DE LAGO NOVO;SN;;;68990000;4;209
361;Tartarugalzinho;Rural;16001001;ESC EST NAZARE DO APOREMA;COMUNIDADE NAZARE DO APOREMA;1238;;;68994000;4;209
362;Tartarugalzinho;Rural;16007778;ESC EST NOVA VIDA;ASSENTAMENTO NOVA VIDA;S/N;AGROVILA;ASSENTAMENTO;68990000;4;209
363;Tartarugalzinho;Rural;16001176;ESC EST RAIMUNDO DOS SANTOS MACIEL;COMUNIDADE DE BONITO DO APOREMA;;;;68990000;4;209
364;Tartarugalzinho;Rural;16001052;ESC EST SANTA FE DO FLORESTAL;COMUNIDADE FLORESTAL;S/N;;DISTRITO DO APOREMA;68990000;4;209
365;Tartarugalzinho;Rural;16007700;ESC EST SAO JOSE DO MUTUM;ASSENTAMENTO DO MUTUM;;RAMAL DO MUTUM;;68990000;4;209
366;Tartarugalzinho;Rural;16001087;ESC EST SAO SEBASTIAO DA TERRA FIRME;COMUNIDADE SAO SEBASTIAO - PONTA DO SOCORRO;S/NUMERO;;;68990000;4;209
367;Tartarugalzinho;Rural;16001095;ESC EST SAO TOME DO APOREMA;COMINIDADE SAO TOME DO APOREMA;;;;68994000;4;209
368;Tartarugalzinho;Rural;16001125;ESC EST UAPEZAL;VILA DE TERRA FIRME;0545;;CENTRO;68990000;4;209
369;Tartarugalzinho;Rural;16000986;ESC EST WASHINGTON LUIS A FIGUEIREDO;COMUNIDADE DE ITAUBAL DO AMAPA;616-A;;ITAUBAL;68990000;4;209
370;Tartarugalzinho;Rural;16001150;ESCOLA ESTADUAL NAZARE TAVORA GURJAO;FAZENDA SANTA MARIA;S/N;ZONA RURAL;LAGO DUAS BOCAS;68990000;4;209
371;Tartarugalzinho;Urbana;16010949;ESC EST ALZIRA DE LIMA SANTOS;RUA GETULIO VARGAS;S/Nº;;NOVO I;68990000;4;209
372;Tartarugalzinho;Urbana;16001184;ESC EST PROF MARIA JOSE DE NAZARE F LIMA;AV. MAE VERONICA;767;;CENTRO;68990000;4;209
373;Tartarugalzinho;Urbana;16006631;ESC EST REISALINA FERREIRA TOMAZ;AV NOSSA SENHORA DO PERPETUO SOCORRO;765;BR 156;CENTRAL;68990000;4;209
374;Vitória do Jari;Rural;16004973;ESC EST JARILANDIA;RUA BEIRA RIO;1222;RIO JARI;ZONA RURAL;68924000;4;209
375;Vitória do Jari;Urbana;16004981;ESC EST MUNGUBA DO JARI;AVENIDA BEIRA;437;;PRAINHA;68924000;4;209
376;Vitória do Jari;Urbana;16005023;ESC EST TEOTONIO BRANDAO VILELA;RUA PEDRO LADISLAU;2961;;SAO PEDRO;68924000;4;209
